FingersNr,5.000000
FingertipsDistances,86.445100,102.984000,108.821000,104.851000,91.032700
FingertipsDistancesRefined,94.693000,117.421000,123.293000,117.717000,98.494600
FingertipsInterDistances,93.467100,38.079900,31.764500,52.674600
FingertipsPositions,-91.891600,-45.561700,-10.461200,20.417300,57.727800,278.791000,341.134000,347.275000,341.765000,316.804000,70.659500,18.668800,5.240220,10.253900,37.812900
HandDirection,-0.104536,0.833926,-0.541886
HandSphereCenter,-15.204900,233.376000,-18.165500
HandSphereRadius,114.837000
PalmNormal,-0.064882,-0.549429,-0.833018
PalmPosition,-6.626480,266.946000,78.551600
PalmPositionRefined,-1.887150,264.971000,96.639300
PalmVelocity,-2.143820,14.965300,-9.722490
RotationAngle,0.000000
RotationAxis,0.000000,0.000000,0.000000
RotationMatrix,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
RotationProbability,0.000000
ScaleFactor,1.000000
ScaleProbability,0.000000
Translation,0.000000,0.000000,0.000000
TranslationProbability,0.000000
